model,params,loss
KNN,"{'n_neighbors': 5, 'weights': 'uniform'}","[2.72314690e+00 2.05627580e+00 7.57840285e+00 8.79597639e+00
 2.62405521e+00 2.32137152e+00 1.35574772e+00 3.26362033e+00
 3.01476451e+00 6.48724783e+00 1.08734793e+01 1.87727285e+00
 2.96745399e+00 2.42169836e+01 9.18887208e-01 1.00700273e+01
 2.28746286e+00 1.03228619e+00 8.08363197e+00 2.06306134e+00
 7.74950245e-01 4.28938811e+00 1.28025620e+00 8.73576730e+00
 2.32926803e+00 1.97438919e+00 2.80153170e-01 4.01930693e+00
 2.16737869e+00 9.84435481e+00 1.17995747e+01 1.13810285e-01
 1.62282485e+00 2.28948989e+00 1.95972111e+00 4.64019085e+00
 4.90997482e+00 9.10430334e-01 2.76824662e+00 6.32392823e+00
 2.51390121e+00 4.13062221e+00 2.29995236e+00 1.03409585e+01
 4.50446437e-01 2.22523857e+00 4.00907802e-01 1.83099578e+00
 1.62607160e+00 2.78875744e+00 1.95101041e+00 2.97422910e+00
 9.86707432e-01 2.64752548e+00 4.84044951e+00 8.87459258e-01
 8.27769847e+00 2.57836764e+00 4.52563016e+00 1.61443167e+00
 8.83955569e-01 7.36015094e-01 1.82302940e+00 5.28643412e+00
 3.27861873e+00 7.17236941e+00 1.40725099e+00 2.34504845e+00
 7.66546953e-01 8.61796263e-01 2.31086183e+00 8.42205925e+00
 1.13899178e+00 7.49055490e+00 2.10388704e+00 2.86136407e+00
 1.18882533e+00 1.29817649e+00 2.38337849e+01 1.49952588e-02
 1.23838455e+00 4.60474123e+00 4.06863836e+00 2.53676073e+00
 3.23420525e-01 2.73458049e+00 7.79992796e+00 2.20410830e+00
 2.04623912e+00 1.74642051e+00 8.56247375e+00 2.55937256e+00
 1.50567315e+00 1.34298747e+00 5.85025793e+00 5.54063263e+00
 1.12984837e+00 8.02812310e+00 1.69249215e+00 1.25798873e+00
 9.49840518e-01 1.08079822e+01 1.40710410e+01 3.15377396e+00
 3.17638686e-01 2.77847053e+00 1.71358659e+00 1.68953289e+01
 1.98725770e+00 4.33246398e+00 8.91177051e+00 8.95626483e+00
 1.66912149e+00 1.86756397e+00 4.96159880e+00 2.09203517e+00
 1.07018226e+00 5.10090979e+00 3.96683143e+00 2.83734263e+00
 2.33211176e+00 1.51963626e+00 1.04371978e+00 3.22120661e+00
 2.31000675e+00 4.56115834e+00 3.46439992e+00 2.16650692e+00
 4.95380589e+00 4.42549438e+00 1.66925635e+00 7.45285853e+00
 1.08705463e+01 8.06095075e-01 2.14431499e+00 1.12070342e+00
 1.30844828e+00 1.23289747e+00 1.18981974e+00 7.15686465e+00
 4.67586720e+00 1.43016619e+00 4.02039089e+00 8.28020798e+00
 2.59485622e+00 1.39863541e+01 2.64624514e+00 3.07653760e+00
 1.63718432e+00 8.37395428e-01 1.31030120e+00 2.98124362e+00
 2.41235762e+00 5.15823640e+00 1.74089348e+00 1.59992395e+00
 2.00961135e+00 3.97301616e+00 1.43364834e+00 1.23089256e+00
 3.86832379e+00 3.66895988e-01 4.74655842e+00 7.87335858e-01
 3.32914318e+00 4.04529559e+00 4.33283437e+00 3.69013888e+00
 5.32550657e+00 3.97648672e+00 2.95886205e+00 2.17881084e+00
 2.22886674e+00 1.32119622e+01 2.55603479e+00 6.95276772e+00
 2.51019091e+00 1.76877118e-01 1.02813882e+00 1.11107053e+00
 3.32698414e+00 2.04079979e+00 1.80171507e+00 3.69507336e+00
 3.68064801e+00 2.76706091e+00 3.40241484e+00 2.05860076e+00
 1.09377202e+01 3.70544033e+00 7.01405230e+00 1.72212680e+00
 2.07220144e+00 2.00974025e+00 1.53440063e+00 2.90343852e+00
 1.03831690e+00 4.76466942e-01 2.85932253e+00 3.78854623e+00
 4.64323156e+00 1.21150669e+00 1.17447045e+00 1.01536623e+01
 5.88733163e+00 2.98101485e+00 5.77669887e+00 4.96519062e+00
 4.51696335e+00 1.04974400e+00 1.53674317e+00 6.00434025e-01
 3.94237209e+00 2.61143774e+00 1.46771755e+00 3.70835678e+00
 3.18993813e+00 3.56657715e+00 1.65603120e+00 3.50388239e+00
 1.31714236e+01 4.69050592e+00 2.90285028e+00 5.94561162e-01
 3.64415954e+00 2.03811535e+00 3.11968897e+00 6.15275050e+00
 6.11681590e+00 1.78498379e+00 7.55569268e+00 3.69056498e+00
 3.65071219e+00 4.51674318e+00 8.51999700e-01 3.17219182e+00
 2.17335204e+01 2.62345849e+00 2.20016062e+00 4.09433100e+00
 1.88729040e+00 1.08642726e+00 1.00061160e+00 2.91356293e+00
 1.96834219e+00 6.61341490e+00 4.95135168e+00 3.04303115e+00
 1.17123093e+01 4.00474720e+00 2.11918986e+00 1.03256330e+00
 3.20411129e+00 3.44243294e+00 1.78361758e+00 2.61899521e+00
 8.85924160e-01 1.39024685e+00 3.24386824e+00 1.61684570e+00
 2.41234035e+00 1.28382166e+00 2.03808716e+00 1.01332223e+01
 6.87950130e+00 5.69813717e+00 4.16487570e+00 1.09078323e+00
 2.54594706e+00 8.53598674e-01 2.51419400e+00 3.30604286e+00
 1.39527302e+00 9.31612186e-01 4.55935034e+00 1.56265785e+00
 2.31237876e+00 1.12906281e+00 3.68247531e+00 2.89229959e+00
 6.57326028e-01 3.10436455e+00 3.62487256e+00 1.25148812e+00
 8.60144522e-01 3.79243369e+00 2.43626613e+00 5.21962653e+00
 5.13648768e+00 2.13909119e+00 1.67395773e-01 9.62288883e+00
 6.94779592e+00 1.11897081e+01 5.83436572e-01 2.95391558e-01
 6.43918087e-01 1.31950788e+00 1.90946348e+00 7.60372339e+00
 9.18459771e+00 3.77089300e+00 4.27515182e+00 1.14623357e+01
 3.79183751e+00 4.52206375e+00 1.09557449e+00 2.27200926e+00
 3.89199425e+00 4.33525202e+00 1.76859765e+00 6.27257280e+00
 3.37318927e+00 2.04939778e+01 5.78812022e+00 3.15481387e+00
 5.39215775e+00 4.26784289e+00 3.09329174e+00 2.43600680e+00]"
KNN,"{'n_neighbors': 5, 'weights': 'distance'}","[2.72427820e+00 2.05566021e+00 7.57416559e+00 8.79103941e+00
 2.62636952e+00 2.31795444e+00 1.35599956e+00 3.26307496e+00
 3.01527608e+00 6.48522139e+00 1.08774389e+01 1.87858413e+00
 2.96213305e+00 2.56156071e+01 9.14990590e-01 1.00893108e+01
 2.29225699e+00 1.03232452e+00 8.08279176e+00 2.04532795e+00
 7.72833118e-01 4.29226119e+00 1.28024581e+00 8.74956308e+00
 2.18931334e+00 1.96758501e+00 2.65868704e-01 4.01563584e+00
 2.16470010e+00 9.84548524e+00 1.18002842e+01 1.14165939e-01
 1.63263576e+00 2.28807424e+00 1.97441999e+00 4.61086839e+00
 4.91068260e+00 9.10671009e-01 2.76738201e+00 6.32621104e+00
 2.51298699e+00 4.12793186e+00 2.27636847e+00 1.03430394e+01
 4.46743904e-01 2.22524862e+00 4.07371647e-01 1.80585152e+00
 1.62565868e+00 2.74543100e+00 1.95015949e+00 2.97612455e+00
 9.90857172e-01 2.64492364e+00 4.84298237e+00 8.90583509e-01
 8.27738229e+00 2.57782641e+00 4.53138117e+00 1.61692472e+00
 8.80110175e-01 7.35688493e-01 1.82249520e+00 5.29910808e+00
 3.27434807e+00 7.16896973e+00 1.40787559e+00 2.35595341e+00
 7.52552059e-01 8.60983692e-01 2.31117575e+00 8.39222349e+00
 1.13879308e+00 7.49279749e+00 2.10942421e+00 2.87226530e+00
 1.18860627e+00 1.29642109e+00 2.38384673e+01 1.49883776e-02
 1.23821376e+00 4.61881303e+00 4.08550857e+00 2.50443087e+00
 3.23297505e-01 2.73387440e+00 7.79048196e+00 2.20272747e+00
 2.04624100e+00 1.72526038e+00 8.56653031e+00 2.56661933e+00
 1.49811256e+00 1.34290434e+00 5.85021407e+00 5.53648265e+00
 1.12350774e+00 7.99290631e+00 1.66056384e+00 1.26015673e+00
 9.53959036e-01 1.07990628e+01 1.41729514e+01 3.10217513e+00
 3.12087009e-01 2.77704090e+00 1.69521243e+00 1.68905710e+01
 1.98082494e+00 4.36540545e+00 8.93181361e+00 8.96725434e+00
 1.64655917e+00 1.87614077e+00 4.91151857e+00 2.09348592e+00
 1.07611637e+00 5.10670284e+00 3.95438445e+00 2.83666186e+00
 2.33223410e+00 1.51959359e+00 1.04197329e+00 3.24530655e+00
 2.29619631e+00 4.47616877e+00 3.46099216e+00 2.16162202e+00
 4.94253455e+00 4.50926871e+00 1.66935547e+00 7.46732518e+00
 1.08880729e+01 8.05717479e-01 2.20376918e+00 1.13832227e+00
 1.31210545e+00 1.24370667e+00 1.19153424e+00 7.15470753e+00
 4.67615585e+00 1.43018163e+00 4.06057360e+00 8.28611283e+00
 2.59514885e+00 1.39862775e+01 2.65232689e+00 3.08655058e+00
 1.63052779e+00 8.37083009e-01 1.32738863e+00 2.97692853e+00
 2.41488937e+00 5.17859991e+00 1.74958742e+00 1.60169404e+00
 2.00808570e+00 3.95742250e+00 1.43372446e+00 1.22942679e+00
 3.87368958e+00 3.59293160e-01 4.74960480e+00 7.89761310e-01
 3.33293045e+00 4.04495975e+00 4.32380524e+00 3.69187092e+00
 5.32405470e+00 3.97632671e+00 2.96707165e+00 2.17481722e+00
 2.22633758e+00 1.32122919e+01 2.55454556e+00 6.92319967e+00
 2.51270003e+00 1.76858582e-01 1.02769242e+00 1.11570973e+00
 3.32896757e+00 2.03845351e+00 1.80960575e+00 3.69095333e+00
 3.68457384e+00 2.76588125e+00 3.40222637e+00 2.06285131e+00
 1.09376991e+01 3.70595950e+00 7.01352924e+00 1.72234556e+00
 2.08186505e+00 2.00141555e+00 1.53933754e+00 2.90303628e+00
 1.04211856e+00 4.74726663e-01 2.85535566e+00 3.78210227e+00
 4.61705841e+00 1.21166585e+00 1.18436449e+00 1.01570490e+01
 5.88527875e+00 2.97890456e+00 5.77900154e+00 4.96229975e+00
 4.52964327e+00 1.05557250e+00 1.53651451e+00 5.96718565e-01
 4.02217250e+00 2.61472967e+00 1.46730480e+00 3.73556704e+00
 3.19016026e+00 3.56340472e+00 1.65588019e+00 3.50386601e+00
 1.31749895e+01 4.78707312e+00 2.90160346e+00 5.90663992e-01
 3.64456162e+00 2.02902279e+00 3.11356110e+00 6.16564516e+00
 6.10516006e+00 1.80573028e+00 7.51152998e+00 3.69425017e+00
 3.65711102e+00 4.51592066e+00 8.49421068e-01 3.17116026e+00
 2.17602627e+01 2.62608480e+00 2.19788285e+00 4.11018936e+00
 1.88458510e+00 1.08731444e+00 1.00537593e+00 2.96674661e+00
 1.96847451e+00 6.61696083e+00 4.97148566e+00 3.04186859e+00
 1.17251017e+01 4.00563609e+00 2.11839450e+00 1.02934810e+00
 3.19558368e+00 3.44880374e+00 1.78213711e+00 2.59945861e+00
 8.88064919e-01 1.39121071e+00 3.24387992e+00 1.62256672e+00
 2.41252693e+00 1.28906855e+00 1.95765407e+00 1.01257198e+01
 6.89608421e+00 5.71048288e+00 4.16363962e+00 1.08597951e+00
 2.54452857e+00 8.50638148e-01 2.51935486e+00 3.30627704e+00
 1.39572579e+00 9.39301760e-01 4.55784062e+00 1.56720136e+00
 2.31475483e+00 1.14958508e+00 3.69971672e+00 2.89223788e+00
 6.66426080e-01 3.10080305e+00 3.62362379e+00 1.24866863e+00
 8.62760249e-01 3.79059795e+00 2.43737647e+00 5.22841640e+00
 5.14045529e+00 2.13936413e+00 1.66122160e-01 9.59737614e+00
 6.96517671e+00 1.11909800e+01 5.77110909e-01 2.95981497e-01
 6.40694760e-01 1.30798866e+00 1.92727645e+00 7.60330884e+00
 9.18850743e+00 3.77344110e+00 4.26571249e+00 1.14715527e+01
 3.78462797e+00 4.52348267e+00 1.09825408e+00 2.26236694e+00
 3.88874209e+00 4.33084255e+00 1.76292531e+00 6.27913739e+00
 3.37553890e+00 2.05685232e+01 5.78673543e+00 3.15458950e+00
 5.39383390e+00 4.26701307e+00 3.11333307e+00 2.46851512e+00]"
KNN,"{'n_neighbors': 10, 'weights': 'uniform'}","[ 3.27246978  2.37821482  5.69649794  8.04192834  2.51263564  2.30702721
  0.63652972  2.61435786  2.91660533  7.34919959  9.82328862  1.62097102
  1.94713565 19.10393533  1.14397232 11.22712731  2.01639903  3.99585692
  8.38899284  1.60310304  2.52755373  3.166373    1.2780672   4.12769113
  2.03479238  2.78303449  0.44521467  2.85956754  2.8866675   7.83635167
  7.31044883  0.3479432   0.97566686  1.73045852  2.92492742  3.68680601
  4.57360071  1.04795639  3.23779044  6.53348131  2.53979937  3.87178078
  2.06105066 10.31929341  0.63064493  2.48373545  0.10755929  1.1946406
  1.40025989  3.22132247  1.90866222  2.7030949   1.12284257  2.80142985
  5.20705496  1.10691894  8.03508284  2.975819    5.38930413  0.41594343
  0.98775168  0.41383881  2.72630692  3.55741508  2.35986882  7.37883353
  1.59453097  2.33569016  0.79608506  0.2048215   2.06387081  8.38080685
  0.79394272  5.51240503  2.27428278  1.84258221  0.98151362  1.95862244
 24.19863474  0.1438776   1.01189577  3.97810557  3.4734225   3.66270666
  0.44579093  3.93031386  6.76745887  2.71914285  1.61151916  2.21337347
  8.90589404  1.92216173  0.84117975  1.37376595  5.51569472  6.16416818
  1.07263862  7.18735784  1.33998607  3.61829898  1.03762052  7.84647133
 12.1174525   1.82378546  0.67629789  2.97228432  1.6832757  17.09632487
  2.51566225  3.81543055  9.57919255 10.69739667  1.37193319  1.40614023
  4.82094676  2.09320272  1.17874975  6.01916246  4.17754532  3.3277843
  1.74566797  0.64877122  1.01955822  3.06287911  1.9250838   3.42216987
  3.06281981  3.03645852  4.00350552  2.87620853  1.49494982  5.1765777
  9.36307725  0.3678941   1.76472672  1.89655836  1.33598062  1.08061763
  0.58670675  6.18344734  4.79921504  0.91023283  2.24240548  8.00244828
  1.94410934 13.90892621  2.42686522  1.98542619  1.03279409  0.57532929
  0.4324694   3.38663313  2.42953595  4.00634278  1.88731704  3.93664177
  1.2830019   5.11714177  1.76972327  0.65413972  3.13677738  0.57202995
  4.47118942  1.07925727  3.05458131  5.17508832  4.33514162  2.55116805
  5.08761261  2.75893135  2.2577024   2.48312616  2.124239   13.14762689
  1.97011786  8.3619597   2.29254925  0.19842395  1.80421775  1.64212695
  2.83582714  1.00395565  2.67028295  3.7893293   3.29315359  2.26172698
  3.1637821   0.6972483   9.88816685  2.62918335  3.00879375  1.92299859
  2.24315777  1.83326457  1.22626935  1.0806573   1.55336314  0.77433355
  3.54766643  2.85274326  3.70492653  0.89885583  0.26782284 10.24690303
  5.63245085  3.49709786  7.50777046  4.21382986  3.02701547  1.3379614
  1.37924356  0.76446627  3.65064051  1.47945336  1.72698566  3.25224929
  2.88890195  3.36282931  2.21502304  3.20771706 12.89945158  4.51212273
  3.06369182  0.38120066  1.18135092  1.64558145  3.24805774  6.64784308
  5.02887722  3.06246791  5.4392444   3.31483899  2.90126494  4.12672955
  2.02795084  2.71626033 22.98231331  2.24961488  2.60777102  4.54710307
  1.54989552  1.39199291  0.93521976  2.51894064  1.26520893  5.68747655
  4.93773424  2.18372069  9.2770165   4.3475858   1.39046534  0.31033714
  2.84210151  4.89573213  0.59028402  2.29549216  0.34071345  1.58023438
  2.80830455  1.42726266  1.70372178  1.82296864  2.72473725  9.77087333
  7.15671447  3.89390834  4.34382934  1.60581231  3.65722809  1.77264849
  2.38535247  3.52677788  1.00974577  0.36514573  4.20454833  1.45747086
  1.70185076  0.82049145  3.76168725  3.66891151  3.22211494  2.47856715
  2.71543926  1.67982654  0.64421587  3.39929265  1.73510428  5.67202116
  4.29121339  1.3247644   0.83517435  7.72003093  5.54148692 11.05814099
  0.89196573  0.31560023  2.20115746  1.40604442  2.03777926  9.15572007
  8.09922249  2.95855968  4.1203151   9.72364696  3.30671266  4.45846614
  0.52012208  2.75940741  3.07167836  2.94874798  2.22986205  6.39585022
  2.50686265 15.19652206  4.2383069   2.04254543  5.33075562  4.24109615
  4.03583375  3.20819243]"
KNN,"{'n_neighbors': 10, 'weights': 'distance'}","[ 3.27226463  2.37692713  5.69861981  8.04317042  2.51494948  2.30912654
  0.64252665  2.61825314  2.9171078   7.34831163  9.8359173   1.62215653
  1.95763779 20.26983029  1.13854753 11.19559721  2.02654599  3.96862821
  8.38747229  1.60032751  2.52070677  3.18104571  1.27807633  4.13904047
  1.97010919  2.77293451  0.437096    2.85882376  2.88341259  7.84239235
  7.31673777  0.34700016  0.98659772  1.73524637  2.90904264  3.70776535
  4.57411185  1.04897414  3.2321641   6.53379311  2.53981174  3.86922285
  2.0530086  10.32016902  0.61266146  2.47989333  0.10301917  1.1927159
  1.40087645  3.17881491  1.90812995  2.70376966  1.12286638  2.79886132
  5.20675243  1.10990608  8.03489658  2.97366271  5.32538303  0.43139121
  0.98548806  0.41460501  2.7188673   3.56099499  2.36001473  7.37658657
  1.59340244  2.34071258  0.78283724  0.20564349  2.06284422  8.36382591
  0.79367192  5.54382548  2.27241026  1.8611502   0.983058    1.95289023
 24.19531077  0.14092693  1.01265705  3.96952772  3.48493751  3.63374382
  0.44364341  3.92298605  6.76532313  2.71803528  1.61449635  2.1953469
  8.90711141  1.92795744  0.83930311  1.37329949  5.51972352  6.16104891
  1.07051347  7.18375763  1.32612619  3.59632222  1.04068825  7.86474737
 12.17594969  1.8202292   0.66246233  2.96920555  1.67437359 17.09243487
  2.51036097  3.83267398  9.58315269 10.69797352  1.36373562  1.41764318
  4.79496276  2.09271456  1.17994187  6.01706031  4.17599903  3.32460068
  1.74618005  0.65367739  1.01295732  3.08218374  1.92370634  3.48213294
  3.06353355  3.02996967  4.00281314  2.93292913  1.49525059  5.19981559
  9.4256306   0.36847929  1.80628709  1.84221243  1.33684689  1.08805842
  0.58458324  6.18651988  4.80016326  0.91046437  2.32027323  8.00520717
  1.9468808  13.91008683  2.43037806  2.00771717  1.03101728  0.57374973
  0.38116565  3.3843093   2.43075686  4.03363152  1.88936825  3.9155293
  1.285741    5.10088959  1.76952314  0.65600228  3.1421876   0.57031186
  4.47634052  1.07863043  3.0637739   5.16568949  4.32996761  2.55848518
  5.08788276  2.76175487  2.26470338  2.47923889  2.12312352 13.14803616
  1.973686    8.31759739  2.29402498  0.19455007  1.79070015  1.63304449
  2.83842902  1.00649957  2.66830853  3.78702586  3.2964772   2.26124674
  3.16413114  0.70141898  9.8911235   2.6381951   3.02764044  1.92272846
  2.24634844  1.82885542  1.22955881  1.08683974  1.55036862  0.77287353
  3.53721658  2.85355643  3.73050254  0.90165248  0.29379148 10.24750518
  5.63399529  3.48441623  7.50077852  4.21988328  3.05255348  1.3365859
  1.37913755  0.76274199  3.69849223  1.48446538  1.72464979  3.27367594
  2.88920924  3.36172418  2.20971348  3.20878908 12.90243176  4.59641734
  3.05953135  0.37997692  1.21566981  1.64120197  3.23572494  6.65186334
  5.03113245  3.0604371   5.4279587   3.31870037  2.90605718  4.1307335
  2.02285185  2.71686626 22.95463704  2.25140796  2.60559498  4.5381151
  1.54998327  1.39089229  0.93610287  2.55073619  1.26599417  5.69591267
  4.94754538  2.18836784  9.31188143  4.34534151  1.39414045  0.30987311
  2.83911549  4.89424234  0.58663456  2.28749449  0.33359213  1.5799492
  2.80873581  1.43013931  1.70309167  1.81781146  2.64648098  9.77360613
  7.1606906   3.90561908  4.34036595  1.59942828  3.65229419  1.75185134
  2.3875845   3.52654915  1.01163258  0.37257104  4.20478744  1.46563339
  1.70638747  0.83809948  3.77203006  3.65503452  3.18744676  2.50595762
  2.71699538  1.67097912  0.64264855  3.40276429  1.73720208  5.67370058
  4.3002867   1.32793278  0.83133844  7.78251827  5.56594787 11.05944394
  0.88763767  0.31468129  2.18023547  1.40019838  2.03951972  9.1449323
  8.11949642  2.96837207  4.11564366  9.73221246  3.30769877  4.46148017
  0.52471393  2.74470597  3.07240034  2.96435949  2.21846022  6.39415633
  2.5147026  15.35863262  4.24068737  2.10030697  5.33244021  4.2400851
  4.0125898   3.19824902]"
KNN,"{'n_neighbors': 12, 'weights': 'uniform'}","[ 2.99415208  2.56944728  5.83667624  8.38120504  2.48459493  2.24591744
  0.46283676  2.25786727  2.62029226  7.73793164  9.90920345  2.1854986
  2.18766901 17.4329318   1.13098785 11.12358644  1.78955693  3.39629358
  8.61267422  1.63626099  2.19118348  3.21456476  1.27655932  3.46244405
  1.78576846  2.6563814   0.55935422  4.3473018   2.8164273   8.10835315
  7.6375921   0.35864422  1.01984314  1.44630399  2.65019427  5.38363946
  4.31348421  0.88359852  3.57729851  6.48834786  2.30722219  3.86071682
  1.81817624 10.36985194  1.09846617  2.52668448  0.16276339  1.25857752
  1.71784064  3.42459261  1.86266592  2.62976536  1.38509621  2.8346047
  5.24357942  1.60228621  8.09454916  3.00310333  4.8907033   0.26541289
  0.93932459  0.30464497  2.80418604  3.28191193  2.12353541  8.02197648
  1.41582573  2.46053188  0.98148594  0.16439756  1.83620216  8.78387338
  0.77859617  5.86878095  1.91115636  1.56552498  0.88461576  1.85875327
 24.21077852  0.42135826  1.3567618   4.16628494  3.53494098  3.95860532
  0.51692778  3.7524944   7.94042376  2.87887334  1.51347842  2.54229953
  7.6773922   1.74430324  1.335542    1.5809721   5.54497458  6.95739139
  1.21119219  6.89635556  1.89720289  3.45057209  1.14349757  7.86740237
 11.03157395  2.00893522  0.73501853  2.91280507  2.11347187 17.30535397
  2.74853914  3.5446902   9.41810125 10.486149    1.18950313  1.04587611
  4.65209291  2.11428527  0.93646243  5.7821337   3.79288738  2.71229854
  1.83843016  0.66098538  1.19852451  2.43407038  2.03063184  3.2011608
  2.93839645  2.70551399  7.32644245  3.00358703  1.424733    4.7143337
  9.34803745  0.32280958  1.8143897   1.76564072  1.22624762  1.42823083
  0.56053664  6.01874669  4.95701842  0.84336278  2.06667401  8.20413661
  1.99899146 13.76962044  2.32687745  1.99765721  0.69586644  0.63066016
  0.45863881  3.27826762  2.53535209  3.99751788  1.86067556  3.29898198
  1.30298845  4.58628405  1.89601884  0.53731942  2.88592295  0.06219784
  4.30560327  0.69032879  3.61408572  5.30617526  4.65401384  2.43642961
  4.85051179  2.89108918  1.62725045  2.29856312  1.99513228 13.11664162
  1.82633599  8.42767156  2.03694743  0.11804843  1.6846799   1.40564826
  2.82460473  0.36501089  2.84173914  3.79174994  2.90796898  1.90937324
  2.69572986  1.25127651 10.13086403  2.92901687  2.33498101  1.49238326
  2.16320501  1.79599873  1.40315847  1.1282121   1.74518438  0.55672525
  3.19282233  2.75678867  3.68001128  1.03342326  0.47040657 10.39079565
  5.67610765  3.55515009  7.80675443  4.28585834  2.83512406  0.77195741
  1.40614487  0.96878339  3.96729724  1.8148047   1.77230677  3.56150125
  3.11698844  3.6988608   1.87429572  3.28297043 12.90117517  5.00796909
  2.67132495  0.59255639  1.24611118  1.44000221  3.66421475  6.63694712
  5.23759857  2.6924014   5.07824     3.33261671  3.3358448   4.10991103
  1.90196189  2.7202063  22.75999925  2.36944034  2.38925136  4.28144779
  1.60322103  1.33997904  0.79569574  2.95366118  1.88467752  6.06198421
  4.7928512   2.49195295  9.59504198  3.88415074  1.33663761  0.7152923
  3.25919727  5.05607755  0.74810654  2.18284785  0.31621411  1.28851785
  2.78229872  1.20224698  1.4961888   1.15041259  2.59937676 10.53776181
  7.91334464  3.6121246   3.95127207  1.91295827  3.33243628  1.94152672
  2.31674616  4.38881386  1.56481484  0.20518991  4.04122729  1.43998052
  2.43468603  1.31611259  3.42645006  3.67190566  2.81074954  2.90294238
  2.5871051   2.04876849  0.88727411  3.29092932  1.83593934  5.48041403
  4.33735464  1.47485907  0.8432975   8.6074378   5.78772674 11.15482129
  0.82484253  0.52102845  1.86391408  1.1369603   2.24388434  9.48838551
  6.74261872  2.44528957  3.81232271  8.89348667  3.29752042  3.5928956
  0.50420572  3.26346262  2.48020491  2.60292312  1.84363751  6.00755731
  2.27489174 13.00769371  4.12057753  2.04174379  5.41262308  4.15702289
  4.2530763   2.87786802]"
